SubjID,TestSite,ExclReason,Included VSL2,Included LDT,Date,Sex,Age,Ethnicity,Race,handedness_score,read_for_pleasure,born_in_us,first_language,language_disability,spl_cor,spl_inc,spl_perc,vcb_cor,vcb_inc,vcb_perc,art_cor,art_inc,art_diff,TOWRE_rank,TOWRE_descriptor,hits,misses,correctRejections,falseAlarms,totalTrials,hit_rate,fa_rate,hit_rate_z,fa_rate_z,d_prime_raw,d_prime_zscore,sensitivity,z_vcb,z_spl,z_art,Dim.1,Dim.2,Orthographic_Sensitivity,Semantic_Sensitivity,List,accuracy,average_response_time,cond_trig,correct,counter,cresp,datetime,experiment_file,logfile,response,response_time,trial_type,family_size,complexity,target,total_correct,total_response_time,total_responses,word_trig,targ_type,base,affix,Source,FS,BF,LogBF,Family_Size,Base_Frequency,BaseLength,WholeFormLength,Sublist,Complexity,LogBF_std,FS_std,BF_std,Dim.2_std
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,88.75,666.29375,205,1,160,z,12/10/17 12:33:14,AB,subject-120.csv,z,847,NW,S,SIMP,acremant,142,106607,160,16,NW_S_SIMP,acre,ment,Rastle,3,708,6.56,Small Family,High BF,4,8,2,Simple,0.10952093862593033,-0.6287798825413812,-0.3603753458070235,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,88.5542168675,666.843373494,206,1,166,z,12/10/17 12:33:14,AB,subject-120.csv,z,632,NW,L,SIMP,validel,147,110696,166,23,NW_L_SIMP,valid,er,RastleFiller,13,618,6.43,Large Family,High BF,5,7,2,Simple,0.024883478332966134,0.16612405216805937,-0.39714024858095415,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,88.7005649718,667.429378531,206,1,177,z,12/10/17 12:33:14,AB,subject-120.csv,z,682,NW,L,SIMP,bandady,157,118135,177,3,NW_L_SIMP,band,ary,Crepaldi,26,981,6.89,Large Family,High BF,4,7,2,Simple,0.3243698762926858,1.1994991672903321,-0.24885514072610063,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,88.8268156425,669.100558659,205,1,179,z,12/10/17 12:33:14,AB,subject-120.csv,z,897,NW,S,SIMP,opposemant,159,119769,179,8,NW_S_SIMP,oppose,ment,Crepaldi,1,994,6.9,Small Family,High BF,6,10,2,Simple,0.3308804501613758,-0.7877606694832693,-0.2435446547698662,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,89.010989011,667.93956044,205,1,182,z,12/10/17 12:33:14,AB,subject-120.csv,z,766,NW,S,SIMP,rampime,162,121565,182,6,NW_S_SIMP,ramp,ize,Crepaldi,1,95,4.55,Small Family,High BF,4,7,2,Simple,-1.1991044089806708,-0.7877606694832693,-0.6107851835894621,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,88.9473684211,667.1,205,1,190,z,12/10/17 12:33:14,AB,subject-120.csv,z,722,NW,S,SIMP,tiltady,169,126749,190,17,NW_S_SIMP,tilt,ary,RastleFiller,3,328,5.79,Small Family,High BF,4,7,2,Simple,-0.39179324926316544,-0.6287798825413812,-0.5156049352969528,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,89.175257732,666.396907216,206,1,194,z,12/10/17 12:33:14,AB,subject-120.csv,z,669,NW,L,SIMP,bloodel,173,129281,194,24,NW_L_SIMP,blood,er,RastleFiller,53,3988,8.29,Large Family,High BF,5,7,2,Simple,1.2358502179092237,3.3457397910058213,0.9795011108428925,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,89.552238806,670.487562189,205,1,201,z,12/10/17 12:33:14,AB,subject-120.csv,z,586,NW,S,SIMP,nullith,180,134768,201,23,NW_S_SIMP,null,ish,XuTaft,4,45,3.81,Small Family,High BF,4,7,2,Simple,-1.680886875263698,-0.5492894890704371,-0.6312101295749791,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,89.6551724138,669.906403941,205,1,203,z,12/10/17 12:33:14,AB,subject-120.csv,z,720,NW,S,SIMP,urnilt,182,135991,203,5,NW_S_SIMP,urn,ist,Crepaldi,2,68,4.22,Small Family,High BF,3,6,2,Simple,-1.4139533466474263,-0.7082702760123252,-0.6218146544216413,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,89.0476190476,673.533333333,206,1,210,z,12/10/17 12:33:14,AB,subject-120.csv,z,672,NW,L,SIMP,earilt,187,141442,210,12,NW_L_SIMP,ear,ist,Crepaldi,16,1711,2.77,Large Family,High BF,3,6,2,Simple,-2.357986557607412,0.40459523258089153,0.04934907066244773,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,88.7892376682,674.237668161,205,1,223,z,12/10/17 12:33:14,AB,subject-120.csv,z,861,NW,S,SIMP,advertisela,198,150355,223,25,NW_S_SIMP,advertise,ly,XuTaft,4,4.76,1.56,Small Family,High BF,9,11,2,Simple,-3.145765995718849,-0.5492894890704371,-0.6476481261041231,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,88.4955752212,674.85840708,206,1,226,z,12/10/17 12:33:14,AB,subject-120.csv,z,835,NW,L,SIMP,dressody,200,152518,226,21,NW_L_SIMP,dress,ory,Graves,33,3885,8.26,Large Family,High BF,5,9,2,Simple,1.2163184963031555,1.7559319215869404,0.9374257221127275,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,88.8888888889,678.62962963,205,1,243,z,12/10/17 12:33:14,AB,subject-120.csv,z,650,NW,S,SIMP,feverime,216,164907,243,24,NW_S_SIMP,fever,ize,XuTaft,4,594,6.39,Small Family,High BF,5,8,2,Simple,-0.0011588171417921244,-0.5492894890704371,-0.4069442226540023,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,87.786259542,682.20610687,205,1,262,z,12/10/17 12:33:14,AB,subject-120.csv,z,611,NW,S,SIMP,aidig,230,178738,262,4,NW_S_SIMP,aid,ic,Crepaldi,4,1159,7.06,Small Family,High BF,3,5,2,Simple,0.43504963206040825,-0.5492894890704371,-0.17614233301766008,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,87.6865671642,681.742537313,206,1,268,z,12/10/17 12:33:14,AB,subject-120.csv,z,588,NW,L,SIMP,begenge,235,182707,268,4,NW_L_SIMP,beg,ence,Crepaldi,8,604,6.4,Large Family,High BF,3,7,2,Simple,0.0053517567268978735,-0.23132791518666088,-0.4028592334568989,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,87.2727272727,686.287272727,206,1,275,z,12/10/17 12:33:14,AB,subject-120.csv,z,800,NW,L,SIMP,habitig,240,188729,275,7,NW_L_SIMP,habit,ic,Crepaldi,16,2066,7.63,Large Family,High BF,5,7,2,Simple,0.8061523425757133,0.40459523258089153,0.1943661871596185,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,87.0503597122,686.712230216,205,1,278,z,12/10/17 12:33:14,AB,subject-120.csv,z,854,NW,S,SIMP,helmetoes,242,190906,278,14,NW_S_SIMP,helmet,ous,Crepaldi,6,242,5.49,Small Family,High BF,6,9,2,Simple,-0.587110465323852,-0.390308702128549,-0.5507358423920421,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,87.2791519435,685.992932862,205,1,283,z,12/10/17 12:33:14,AB,subject-120.csv,z,715,NW,S,SIMP,socketel,247,194136,283,1,NW_S_SIMP,socket,er,Crepaldi,1,143,4.96,Small Family,High BF,6,8,2,Simple,-0.9321708803643989,-0.7877606694832693,-0.5911772354433658,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,87.3684210526,686.550877193,205,1,285,z,12/10/17 12:33:14,AB,subject-120.csv,z,829,NW,S,SIMP,winkidy,249,195667,285,21,NW_S_SIMP,wink,ity,RastleFiller,4,216,5.38,Small Family,High BF,4,7,2,Simple,-0.6587267778794375,-0.5492894890704371,-0.5613568143045109,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,87.4125874126,687.122377622,206,1,286,z,12/10/17 12:33:14,AB,subject-120.csv,z,850,NW,L,SIMP,wigith,250,196517,286,9,NW_L_SIMP,wig,ish,Crepaldi,8,262,5.57,Large Family,High BF,3,6,2,Simple,-0.5350258743743356,-0.23132791518666088,-0.5425658639978352,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,87.3720136519,686.996587031,206,1,293,z,12/10/17 12:33:14,AB,subject-120.csv,z,600,NW,L,SIMP,towerla,256,201290,293,15,NW_L_SIMP,tower,ly,Crepaldi,9,1180,7.07,Large Family,High BF,5,7,2,Simple,0.4415602059290983,-0.15183752171571682,-0.16756385570374294,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,87.1621621622,688.209459459,206,1,296,z,12/10/17 12:33:14,AB,subject-120.csv,z,830,NW,L,SIMP,bogady,258,203710,296,2,NW_L_SIMP,bog,ary,Crepaldi,12,259,5.56,Large Family,High BF,3,6,2,Simple,-0.5415364482430256,0.08663365869711533,-0.5437913607569663,-1.4910453677699336
S120,Hampshire,NA,1,1,2017-12-10,Female,18,Not Hispanic or Latino,White,11,1-3 hours,Yes,English,No,55,25,68.75,42,8,84,42,24,18,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,0.16945890336070296,-1.5086391054824275,-0.25653715422565915,-0.7989451625896439,-1.2844923912670598,Low Orthographic,Low Semantic,AB,87.3333333333,689.94,206,1,300,z,12/10/17 12:33:14,AB,subject-120.csv,z,827,NW,L,SIMP,taxfil,262,206982,300,6,NW_L_SIMP,tax,ful,Crepaldi,14,2763,7.92,Large Family,High BF,3,6,2,Simple,0.9949589847677105,0.24561444563900342,0.47908993419772566,-1.4910453677699336
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,100,986,204,1,1,z,01/12/18 15:31:07,BA,subject-121.csv,z,986,NW,L,SIMP,addmant,1,986,1,13,NW_L_SIMP,add,ment,Crepaldi,10,5883,8.68,Large Family,High BF,3,7,1,Simple,1.489762598788117,-0.07234712824477278,1.7536065636939873,0.8322928007553825
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,40,963,204,1,5,z,01/12/18 15:31:07,BA,subject-121.csv,z,949,NW,L,SIMP,illilt,2,4815,5,9,NW_L_SIMP,ill,ist,Crepaldi,27,2375,7.77,Large Family,High BF,3,6,1,Simple,0.897300376737367,1.278989560761276,0.32059235335011366,0.8322928007553825
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,53.846153846199996,883.153846154,204,1,13,z,01/12/18 15:31:07,BA,subject-121.csv,z,969,NW,L,SIMP,pitchody,7,11481,13,25,NW_L_SIMP,pitch,ory,RastleFiller,10,610,6.41,Large Family,High BF,5,8,1,Simple,0.011862330595587294,-0.07234712824477278,-0.40040823993863683,0.8322928007553825
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,66.6666666667,825.75,203,1,24,z,01/12/18 15:31:07,BA,subject-121.csv,z,982,NW,S,SIMP,happenange,16,19818,24,2,NW_S_SIMP,happen,ance,Crepaldi,3,6982,8.85,Small Family,High BF,6,10,1,Simple,1.6004423545558393,-0.6287798825413812,2.202546876455651,0.8322928007553825
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,72.972972973,815.540540541,204,1,37,z,01/12/18 15:31:07,BA,subject-121.csv,z,735,NW,L,SIMP,ripenge,27,30175,37,4,NW_L_SIMP,rip,ence,Crepaldi,8,471,6.15,Large Family,High BF,3,7,1,Simple,-0.1574125899903411,-0.23132791518666088,-0.45718958977837415,0.8322928007553825
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,74.358974359,811.641025641,203,1,39,z,01/12/18 15:31:07,BA,subject-121.csv,z,924,NW,S,SIMP,heightenge,29,31654,39,18,NW_S_SIMP,height,ence,Rastle,2,912,6.82,Small Family,High BF,6,10,1,Simple,0.2787958592118593,-0.7082702760123252,-0.2770415661861141,0.8322928007553825
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,75.6097560976,808.195121951,204,1,41,z,01/12/18 15:31:07,BA,subject-121.csv,z,675,NW,L,SIMP,mudla,31,33136,41,12,NW_L_SIMP,mud,ly,Crepaldi,16,912,6.82,Large Family,High BF,3,5,1,Simple,0.2787958592118593,0.40459523258089153,-0.2770415661861141,0.8322928007553825
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,75.4716981132,797.981132075,203,1,53,z,01/12/18 15:31:07,BA,subject-121.csv,z,952,NW,S,SIMP,dumbidy,40,42293,53,12,NW_S_SIMP,dumb,ity,Crepaldi,6,244,5.5,Small Family,High BF,4,7,1,Simple,-0.5805998914551627,-0.390308702128549,-0.5499188445526214,0.8322928007553825
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,75.9259259259,799.796296296,203,1,54,z,01/12/18 15:31:07,BA,subject-121.csv,z,896,NW,S,SIMP,truenels,41,43189,54,15,NW_S_SIMP,TRUE,ness,Crepaldi,6,6,1.79,Small Family,High BF,4,8,1,Simple,-2.996022796738989,-0.390308702128549,-0.6471415874436823,0.8322928007553825
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,79.1666666667,801.916666667,203,1,72,z,01/12/18 15:31:07,BA,subject-121.csv,z,775,NW,S,SIMP,antilm,57,57738,72,8,NW_S_SIMP,ant,ish,Crepaldi,1,206,5.33,Small Family,High BF,3,6,1,Simple,-0.6912796472228852,-0.7877606694832693,-0.5654418035016143,0.8322928007553825
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,79.746835443,800.873417722,203,1,79,z,01/12/18 15:31:07,BA,subject-121.csv,z,782,NW,S,SIMP,adoptish,63,63269,79,19,NW_S_SIMP,adopt,ish,Rastle,4,1205,7.09,Small Family,High BF,5,5,1,Simple,0.4545813536664771,-0.5492894890704371,-0.15735138271098442,0.8322928007553825
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,75.5319148936,809.372340426,204,1,94,z,01/12/18 15:31:07,BA,subject-121.csv,z,661,NW,L,SIMP,passmant,71,76081,94,14,NW_L_SIMP,pass,ment,Crepaldi,43,10035,9.21,Large Family,High BF,4,8,1,Simple,1.8348230138286643,2.5508358562963807,3.4496940783313197,0.8322928007553825
S121,Hampshire,MissingDemo,1,1,2018-01-12,Male,21,NA,NA,NA,NA,NA,NA,NA,68,12,85,40,10,80,40,26,14,NA,NA,14,17,14,17,31,0.451612903225806,0.548387096774194,-0.876689776575092,0.876689776575091,-0.0967741935483871,-1.75337955315018,Insensitive,-0.17972913992801892,0.5526235981442584,-0.6399333407607103,-0.23433258958282288,0.7807042809766295,High Orthographic,Low Semantic,BA,76.2886597938,807.731958763,204,1,97,z,01/12/18 15:31:07,BA,subject-121.csv,z,687,NW,L,SIMP,gasfil,74,78350,97,6,NW_L_SIMP,gas,ful,Crepaldi,33,1501,7.31,Large Family,High BF,3,6,1,Simple,0.5978139787776473,1.7559319215869404,-0.036435702476723716,0.8322928007553825
